internals,assignments,viva,lab_marks,mid_exam,attendance,study_hours,backlogs,sleep_hours,stress_level,previous_cgpa,branch,year,final_score,grade
16,11,3,16,15,84,5.0,3,9.2,4,5.63,ECE,2,48.99,FAIL
15,6,4,12,15,84,6.1,1,5.2,4,4.72,MECH,4,47.05,FAIL
11,9,4,13,10,74,2.5,1,5.1,1,4.77,ECE,1,45.12,FAIL
13,10,5,16,12,61,2.9,5,5.0,7,5.19,ECE,4,37.06,FAIL
15,11,6,13,6,76,7.8,0,5.7,3,4.91,CSE,1,48.17,FAIL
17,8,5,11,14,64,3.7,1,8.7,9,5.38,ECE,2,42.53,FAIL
11,10,7,11,14,89,4.4,1,7.8,4,4.86,ECE,4,47.38,FAIL
11,5,4,9,15,72,3.9,3,6.2,8,4.37,ECE,2,32.6,FAIL
15,8,3,14,13,62,2.4,1,7.0,1,4.96,MECH,2,43.42,FAIL
18,9,4,16,18,70,7.2,0,9.1,6,6.51,ECE,1,56.41,D
7,11,3,9,11,81,2.9,3,9.9,7,5.29,ECE,3,31.81,FAIL
6,8,1,14,5,66,1.7,1,7.4,8,4.38,CSE,1,28.0,FAIL
11,5,4,10,11,62,3.1,2,3.0,2,4.27,MECH,1,34.64,FAIL
17,9,6,13,7,78,0.0,1,7.4,4,5.18,CSE,4,48.14,FAIL
11,9,4,14,13,78,2.7,0,8.4,6,4.89,ECE,1,49.03,FAIL
13,6,6,9,13,67,2.1,3,7.3,5,4.73,ECE,3,36.59,FAIL
13,9,4,9,13,67,5.2,0,8.1,6,5.04,MECH,3,41.05,FAIL
15,10,5,11,11,78,2.7,1,7.5,4,5.61,ECE,2,49.04,FAIL
15,7,1,12,17,53,5.8,2,5.1,8,4.88,CSE,2,37.86,FAIL
14,6,5,13,10,53,6.8,2,5.7,10,4.05,ECE,4,31.41,FAIL
15,9,3,18,16,64,5.6,2,6.5,5,4.82,ECE,1,48.06,FAIL
10,11,5,15,17,71,3.6,0,8.6,6,4.78,CSE,3,48.28,FAIL
13,9,6,8,18,79,4.3,2,5.9,5,5.31,ECE,4,44.72,FAIL
15,8,5,13,16,97,1.0,0,7.7,8,5.48,CSE,4,51.65,D
16,8,5,7,19,87,3.7,2,7.5,7,5.37,CSE,1,43.72,FAIL
13,10,4,14,12,72,2.3,2,9.4,3,4.28,CSE,3,46.28,FAIL
9,11,6,14,18,74,5.4,2,6.9,4,5.84,CSE,1,44.57,FAIL
17,9,7,14,14,59,9.1,1,4.4,3,4.8,CSE,1,49.85,FAIL
8,7,4,12,10,74,5.0,1,8.0,10,4.56,ECE,1,33.51,FAIL
9,6,4,11,12,70,0.0,2,10.2,6,4.94,CSE,3,35.17,FAIL
14,7,2,12,9,79,3.3,3,8.1,4,5.37,CSE,2,39.53,FAIL
13,7,5,13,13,62,4.2,1,5.8,4,5.4,MECH,3,44.26,FAIL
17,7,3,10,12,82,4.2,2,5.4,7,4.71,MECH,3,39.5,FAIL
10,7,4,14,16,97,2.5,0,5.6,7,4.65,CSE,1,47.86,FAIL
12,11,5,14,17,73,4.5,1,10.0,7,5.17,MECH,1,49.69,FAIL
7,12,2,15,10,81,1.5,3,6.5,4,5.55,CSE,3,39.43,FAIL
14,7,5,13,15,85,2.1,3,6.0,6,5.29,ECE,4,41.5,FAIL
13,8,5,17,15,68,5.3,1,6.8,5,5.26,CSE,2,48.07,FAIL
10,7,5,19,18,78,2.0,0,6.5,3,5.83,MECH,1,52.18,D
19,11,4,11,18,75,5.1,0,9.4,3,6.35,CSE,2,53.27,D
15,7,5,8,15,76,1.3,1,5.5,6,5.03,CSE,2,45.92,FAIL
14,7,5,13,15,63,7.5,0,8.8,5,5.0,ECE,1,47.78,FAIL
16,12,3,12,9,75,2.5,1,7.2,6,5.32,MECH,1,43.08,FAIL
13,10,2,15,11,82,3.6,0,8.8,7,5.17,ECE,3,48.34,FAIL
17,8,4,17,17,96,4.7,1,9.4,8,5.46,CSE,1,54.45,D
16,12,6,15,10,89,2.9,3,7.1,3,5.22,ECE,3,49.28,FAIL
12,8,5,10,14,100,4.3,1,6.5,6,5.5,MECH,4,49.2,FAIL
14,9,1,13,11,63,5.2,0,7.1,6,4.71,ECE,4,39.03,FAIL
16,15,4,21,16,88,5.9,2,6.9,4,5.87,CSE,4,58.53,D
11,9,5,15,15,77,5.6,4,4.5,5,5.12,MECH,3,43.21,FAIL
12,10,8,16,17,100,3.7,1,9.3,4,6.1,MECH,4,58.63,D
13,8,6,14,14,62,3.7,2,7.4,9,4.83,ECE,4,39.32,FAIL
13,14,4,12,12,62,8.7,3,5.3,5,5.21,ECE,1,39.49,FAIL
8,11,4,14,11,66,5.9,1,3.9,6,4.48,ECE,1,42.53,FAIL
9,4,0,7,9,43,2.2,3,3.5,4,3.08,ECE,2,22.38,FAIL
16,10,0,10,10,67,4.2,1,8.2,4,5.67,ECE,2,37.73,FAIL
9,10,3,13,15,63,3.3,4,6.1,2,5.14,ECE,2,34.47,FAIL
13,8,5,13,13,77,3.7,1,6.3,7,4.85,ECE,3,46.18,FAIL
18,6,4,15,9,80,1.5,3,7.7,7,5.45,ECE,1,42.36,FAIL
11,11,3,15,17,100,3.2,1,6.2,4,4.98,ECE,4,55.33,D
22,12,7,18,18,89,7.6,1,7.8,3,6.25,ECE,4,65.5,C
11,9,7,13,18,66,5.2,1,7.1,5,4.7,MECH,3,45.42,FAIL
10,9,1,11,14,61,0.0,3,6.9,4,4.85,ECE,2,31.21,FAIL
9,6,4,17,8,82,6.4,2,4.6,5,4.3,CSE,3,37.4,FAIL
10,8,3,16,13,55,6.2,0,5.8,2,5.66,CSE,2,45.2,FAIL
14,16,5,13,16,100,3.3,0,7.9,5,6.08,CSE,2,57.48,D
18,11,4,14,16,92,5.4,2,6.0,5,5.17,MECH,3,52.62,D
19,9,8,7,9,67,2.3,0,8.8,7,4.86,CSE,1,45.39,FAIL
18,7,3,15,11,49,3.1,2,10.5,5,4.47,MECH,1,36.55,FAIL
17,8,6,15,17,95,7.0,1,8.0,4,6.39,ECE,1,59.93,D
13,8,5,12,12,73,3.5,1,9.2,2,6.03,ECE,3,45.93,FAIL
9,10,2,17,10,93,0.3,1,8.1,7,4.51,CSE,1,44.9,FAIL
13,5,3,8,8,51,3.9,1,6.2,7,3.78,MECH,2,28.42,FAIL
11,8,2,10,19,66,3.8,1,7.3,5,5.58,ECE,3,44.49,FAIL
16,12,8,19,21,75,6.4,1,10.0,2,7.07,MECH,3,64.19,C
15,7,6,14,15,75,4.0,0,6.2,3,5.59,CSE,1,53.54,D
14,6,3,10,8,68,3.2,1,5.4,4,5.19,MECH,3,35.17,FAIL
13,9,4,16,19,84,6.1,1,5.3,7,5.11,CSE,3,54.81,D
12,7,5,14,6,58,4.2,3,6.7,6,4.87,CSE,3,28.99,FAIL
11,9,4,15,9,72,2.5,2,5.5,2,5.29,CSE,3,42.43,FAIL
12,7,2,16,10,76,6.3,1,9.5,6,5.58,ECE,3,41.67,FAIL
12,9,5,18,13,82,4.4,3,7.3,3,6.31,CSE,4,47.77,FAIL
10,11,6,17,20,85,4.0,2,8.5,4,5.75,CSE,2,55.69,D
13,14,0,10,14,58,4.4,3,6.6,7,4.82,MECH,1,34.25,FAIL
9,6,3,14,10,51,1.9,2,5.3,7,4.02,MECH,4,30.97,FAIL
10,10,3,16,14,94,2.9,0,5.0,7,5.02,CSE,1,53.59,D
11,10,6,19,12,79,4.0,2,5.6,5,5.77,MECH,3,50.65,D
8,8,3,12,14,63,3.6,1,7.5,7,4.85,ECE,3,34.42,FAIL
15,13,5,20,22,98,6.5,1,7.8,4,6.25,CSE,4,67.24,C
17,7,6,15,17,76,4.4,1,7.9,4,5.57,MECH,1,54.8,D
13,9,3,18,17,92,5.7,0,4.8,4,5.46,CSE,4,57.43,D
14,9,4,11,15,76,4.0,0,7.0,5,4.52,ECE,3,45.88,FAIL
23,10,6,16,18,100,6.1,0,5.5,2,6.9,CSE,2,66.23,C
17,12,5,21,11,100,4.8,2,7.6,5,6.39,ECE,1,55.59,D
11,5,2,14,17,71,4.0,0,7.7,8,5.53,MECH,2,42.99,FAIL
14,11,3,17,11,89,4.0,0,5.2,3,4.98,CSE,3,52.58,D
15,9,4,11,15,84,2.1,2,8.5,2,6.32,ECE,1,46.17,FAIL
23,13,3,16,23,95,5.0,0,10.5,3,7.27,CSE,2,69.55,C
7,10,4,11,12,60,3.9,3,8.3,10,5.05,ECE,3,30.15,FAIL
18,12,4,19,20,85,3.0,1,6.8,6,5.98,CSE,2,59.41,D
11,11,6,20,17,90,6.2,2,6.5,4,6.25,MECH,4,53.44,D
11,2,4,9,6,48,1.5,1,6.7,5,3.91,ECE,1,25.2,FAIL
10,4,2,13,11,57,3.2,0,5.9,5,4.88,CSE,4,34.92,FAIL
17,5,3,12,10,44,6.1,3,7.4,4,4.47,ECE,1,30.14,FAIL
15,10,3,10,16,70,4.6,3,5.3,4,4.83,MECH,3,42.38,FAIL
16,6,4,14,13,85,3.9,2,4.2,5,5.28,MECH,3,46.43,FAIL
13,10,5,13,18,97,4.5,2,7.3,4,5.94,MECH,2,51.33,D
20,8,6,13,15,76,4.4,0,7.0,4,5.6,ECE,3,53.04,D
21,9,3,11,7,99,1.0,2,6.1,6,4.23,ECE,4,46.63,FAIL
17,9,5,16,9,54,3.3,1,5.1,3,4.63,CSE,1,44.11,FAIL
10,8,4,13,13,49,7.2,1,7.4,10,4.91,CSE,4,32.67,FAIL
12,10,6,11,11,74,2.7,1,5.5,7,5.04,CSE,4,45.09,FAIL
11,7,4,16,15,80,3.4,1,6.8,2,5.92,MECH,4,47.32,FAIL
12,11,3,12,16,74,2.9,2,9.6,1,5.85,ECE,3,47.03,FAIL
11,7,3,18,14,43,3.8,1,8.0,4,4.57,CSE,3,38.01,FAIL
15,10,1,14,13,73,2.8,2,4.9,6,4.97,MECH,3,42.2,FAIL
13,6,4,4,12,55,5.0,0,5.1,6,4.49,ECE,2,32.04,FAIL
10,6,6,13,17,85,4.4,2,7.2,5,5.92,CSE,3,47.26,FAIL
15,11,6,20,13,80,5.5,0,4.9,4,5.61,ECE,1,57.84,D
12,7,4,11,11,60,1.9,1,4.0,3,4.52,ECE,3,38.25,FAIL
15,10,3,11,13,67,3.3,0,7.8,4,4.76,CSE,3,43.79,FAIL
14,9,7,14,13,59,3.5,0,7.5,3,5.63,ECE,2,46.05,FAIL
16,15,4,10,14,74,4.9,0,7.7,4,5.74,MECH,2,53.68,D
14,12,3,12,17,89,2.4,0,7.4,8,6.08,ECE,3,52.14,D
15,8,4,9,11,60,5.8,1,6.9,3,5.59,CSE,4,38.44,FAIL
23,7,3,14,13,82,6.4,0,6.0,6,5.75,CSE,2,50.66,D
14,5,1,15,10,67,2.0,4,7.8,7,3.94,ECE,2,32.62,FAIL
14,6,4,14,16,63,3.0,0,9.3,3,5.42,ECE,2,48.02,FAIL
15,7,2,14,8,73,2.9,2,6.2,3,5.0,ECE,2,38.21,FAIL
15,10,4,13,18,59,9.3,1,5.5,7,5.61,CSE,4,45.39,FAIL
13,9,2,15,17,66,3.1,1,5.3,3,5.12,MECH,4,44.87,FAIL
17,12,5,12,15,57,7.4,0,5.7,5,5.62,ECE,2,46.65,FAIL
13,8,4,15,12,100,1.5,0,7.3,9,6.08,ECE,1,49.8,FAIL
10,4,4,13,6,75,2.0,3,3.8,7,4.04,MECH,3,32.87,FAIL
8,10,4,12,19,64,2.6,1,7.7,5,5.36,MECH,4,44.84,FAIL
15,11,2,16,9,78,2.3,1,8.0,7,5.29,CSE,3,47.45,FAIL
17,8,6,13,12,73,3.5,1,4.3,5,5.82,MECH,4,49.92,FAIL
14,10,3,16,7,71,2.6,1,5.5,7,4.96,CSE,3,39.23,FAIL
14,11,3,16,8,84,2.4,2,7.1,1,5.89,MECH,3,44.14,FAIL
16,7,6,14,18,86,6.3,2,6.8,5,6.12,CSE,4,49.15,FAIL
16,9,7,14,14,67,6.4,1,7.8,1,6.29,CSE,3,51.27,D
18,9,4,14,17,66,5.9,2,6.8,5,5.97,ECE,4,45.11,FAIL
16,13,2,16,12,70,5.0,1,8.9,5,5.03,MECH,2,46.26,FAIL
5,7,4,15,13,40,4.2,2,6.5,8,3.99,ECE,4,28.81,FAIL
9,7,6,7,11,52,3.0,3,5.5,6,5.24,CSE,2,28.07,FAIL
14,7,2,11,15,95,2.1,2,5.4,4,4.33,MECH,3,43.53,FAIL
12,7,4,20,13,99,4.7,2,8.1,4,5.95,MECH,4,53.46,D
14,10,4,11,9,71,1.7,2,7.0,6,4.81,CSE,1,40.48,FAIL
12,9,1,13,10,83,2.0,1,8.0,4,5.23,ECE,4,41.14,FAIL
18,12,8,18,14,79,6.3,2,7.9,5,6.46,MECH,4,55.99,D
17,9,5,13,12,100,7.8,0,4.0,8,5.81,CSE,4,50.74,D
15,11,5,17,12,91,4.8,1,5.3,3,5.47,MECH,4,54.54,D
11,9,5,15,11,73,6.2,0,5.5,4,5.07,MECH,2,45.65,FAIL
10,6,3,13,18,60,3.5,0,5.8,4,4.97,CSE,2,45.9,FAIL
9,7,2,13,9,50,1.3,2,6.4,10,4.4,CSE,1,29.25,FAIL
14,7,3,14,13,78,5.2,1,8.5,6,5.53,CSE,4,43.83,FAIL
15,9,2,13,15,63,5.1,1,8.8,7,5.03,ECE,3,41.11,FAIL
9,6,4,11,9,53,4.1,4,6.6,7,4.2,ECE,4,27.93,FAIL
12,10,6,6,13,65,3.5,1,6.6,7,4.89,ECE,2,40.85,FAIL
17,10,5,16,15,58,5.9,2,5.9,6,5.07,MECH,3,45.62,FAIL
16,9,4,16,16,100,2.0,1,7.1,6,5.0,MECH,4,55.22,D
15,10,4,16,15,88,2.5,0,7.3,2,6.11,ECE,2,57.03,D
9,10,7,14,14,74,2.0,2,8.2,6,5.82,CSE,1,42.69,FAIL
11,10,4,20,17,97,4.2,1,8.2,5,5.81,MECH,2,54.5,D
14,6,1,12,13,76,1.8,1,3.5,6,4.66,ECE,4,41.79,FAIL
13,6,4,10,12,62,2.6,0,6.8,5,4.2,ECE,1,42.52,FAIL
9,7,6,10,16,97,2.6,1,9.1,7,5.86,MECH,1,44.03,FAIL
16,11,0,10,11,83,3.5,3,6.3,7,5.26,CSE,4,38.14,FAIL
9,8,4,10,13,59,1.0,0,8.7,1,4.92,MECH,3,37.95,FAIL
11,7,2,13,9,72,4.2,1,6.5,4,4.85,MECH,1,39.42,FAIL
18,9,3,14,16,61,6.5,0,7.3,1,6.6,MECH,3,53.49,D
14,8,3,11,12,54,4.3,3,5.3,5,4.84,ECE,3,33.17,FAIL
15,7,3,13,11,88,7.1,2,5.4,4,5.34,MECH,2,42.04,FAIL
19,9,3,20,15,100,6.7,2,8.1,8,6.27,CSE,2,56.9,D
12,8,4,12,17,54,5.6,3,8.3,5,5.22,MECH,4,37.47,FAIL
12,14,4,18,12,83,4.1,3,7.0,4,5.52,CSE,3,48.74,FAIL
16,9,1,12,14,65,4.0,1,5.2,7,5.12,ECE,3,41.32,FAIL
16,8,1,13,8,67,5.5,2,7.1,4,4.05,CSE,3,40.74,FAIL
9,5,4,13,7,66,3.2,3,8.9,4,4.31,ECE,3,30.12,FAIL
10,5,4,12,14,62,0.2,1,9.6,6,5.32,CSE,4,37.35,FAIL
16,11,0,10,17,75,5.0,0,6.5,8,4.93,CSE,1,45.39,FAIL
8,6,1,9,10,62,1.7,1,4.5,7,4.01,ECE,1,28.38,FAIL
14,8,3,5,13,79,2.1,2,8.3,6,4.4,CSE,3,39.71,FAIL
9,9,4,17,17,74,4.0,0,6.6,10,4.74,MECH,2,44.61,FAIL
13,8,5,3,13,71,3.8,2,8.4,4,5.5,MECH,4,34.6,FAIL
15,7,5,14,12,61,1.2,2,7.4,3,5.54,MECH,2,41.87,FAIL
10,5,3,13,12,66,4.3,0,5.7,5,5.12,CSE,3,37.31,FAIL
13,7,5,10,13,86,5.9,0,7.1,8,5.23,MECH,2,47.33,FAIL
15,10,4,14,9,82,1.7,0,9.0,3,5.67,CSE,1,50.76,D
8,8,3,10,11,60,6.5,1,6.8,9,5.36,MECH,4,33.82,FAIL
13,10,2,14,16,76,0.9,1,5.4,2,5.43,CSE,2,50.06,D
20,8,6,17,22,86,8.2,1,4.6,5,6.03,MECH,2,62.36,C
13,9,1,11,7,49,3.2,3,5.8,5,4.62,ECE,3,28.18,FAIL
14,9,3,13,16,83,4.3,0,6.4,3,5.25,CSE,3,51.32,D
10,3,4,14,9,65,0.2,2,8.2,4,4.23,MECH,3,34.35,FAIL
17,10,4,10,17,83,3.9,2,5.3,7,4.39,MECH,1,45.84,FAIL
17,6,5,11,13,63,4.5,2,9.3,8,5.16,CSE,3,37.21,FAIL
11,10,3,11,9,47,3.8,1,5.0,1,5.09,ECE,1,33.36,FAIL
10,8,3,12,12,50,2.9,1,10.5,5,5.47,MECH,2,34.18,FAIL
16,7,6,10,9,75,2.1,0,9.6,5,5.52,ECE,1,41.86,FAIL
19,14,4,10,16,78,6.3,0,7.2,5,6.11,ECE,2,57.68,D
16,9,4,13,11,61,4.1,1,4.5,4,4.72,ECE,4,41.32,FAIL
19,14,5,18,16,84,7.1,1,6.9,2,6.45,CSE,3,60.55,C
8,7,3,14,7,50,2.9,0,6.4,8,3.71,MECH,2,30.41,FAIL
7,7,3,16,10,74,3.1,3,5.1,7,4.65,CSE,1,34.18,FAIL
17,6,5,11,12,56,5.6,4,7.4,5,4.17,CSE,4,32.56,FAIL
15,7,3,9,11,65,0.8,2,5.8,4,4.59,ECE,4,38.82,FAIL
11,9,3,16,12,75,1.6,0,5.9,4,5.52,CSE,2,44.77,FAIL
15,11,5,11,15,62,6.2,2,6.7,1,5.62,ECE,3,48.35,FAIL
11,7,1,14,11,69,1.7,1,6.1,6,4.97,ECE,4,39.94,FAIL
13,10,6,9,12,90,0.4,2,10.1,7,5.3,MECH,3,44.75,FAIL
13,13,2,20,12,66,7.7,1,6.2,5,5.13,CSE,1,48.19,FAIL
15,9,3,10,16,87,1.2,0,7.7,5,5.08,ECE,1,48.54,FAIL
9,5,3,10,20,58,4.4,1,7.2,5,5.52,MECH,3,36.49,FAIL
14,10,5,9,8,82,4.1,1,7.5,3,5.99,ECE,2,44.13,FAIL
15,8,6,12,12,96,0.0,2,7.6,4,4.99,MECH,2,50.27,D
3,5,4,10,8,37,3.5,1,8.3,5,3.83,ECE,2,20.79,FAIL
14,5,2,11,13,63,4.9,1,7.4,6,5.12,CSE,3,37.78,FAIL
12,9,3,11,22,83,4.7,0,7.3,8,4.9,CSE,2,51.66,D
19,8,2,10,14,71,5.8,2,7.1,5,5.29,ECE,4,42.43,FAIL
14,8,2,13,12,80,3.2,1,6.8,3,4.67,ECE,1,47.66,FAIL
11,11,3,16,16,65,5.4,3,5.6,5,5.58,ECE,3,41.74,FAIL
16,6,6,12,14,76,2.6,2,6.9,9,4.6,CSE,3,42.31,FAIL
12,8,3,14,10,72,1.2,2,7.4,3,5.06,MECH,3,39.35,FAIL
13,8,4,9,12,92,1.4,0,7.6,7,4.67,ECE,1,47.92,FAIL
14,7,4,9,11,78,1.1,1,7.3,8,4.5,MECH,2,37.75,FAIL
13,9,3,14,20,80,6.0,1,6.7,4,5.68,MECH,1,50.17,D
15,6,3,15,11,68,1.0,0,6.9,4,4.48,MECH,2,46.63,FAIL
14,12,4,16,14,67,4.5,3,6.2,6,4.83,CSE,1,43.74,FAIL
11,8,8,16,12,68,3.5,2,7.5,6,5.64,MECH,1,42.67,FAIL
11,9,5,15,14,80,3.8,0,6.7,6,4.28,ECE,2,51.23,D
10,9,7,11,13,68,6.7,3,7.3,9,5.13,CSE,2,35.72,FAIL
14,9,4,13,12,79,3.1,0,8.5,5,4.93,ECE,2,49.6,FAIL
17,12,6,12,16,100,5.2,0,5.9,3,6.61,ECE,2,61.93,C
15,8,5,17,15,88,4.1,0,7.9,5,5.47,MECH,1,56.46,D
7,11,1,11,11,70,3.7,1,7.0,5,4.55,CSE,3,39.37,FAIL
16,10,2,23,14,93,8.6,2,10.0,8,6.03,CSE,3,56.5,D
8,7,2,12,9,68,1.1,0,6.7,5,4.86,CSE,1,35.92,FAIL
16,7,6,12,15,44,6.6,2,8.0,4,6.5,MECH,3,39.98,FAIL
10,9,3,11,12,59,5.3,1,7.0,2,4.31,CSE,4,40.39,FAIL
10,4,4,7,11,46,3.0,5,4.9,6,3.61,CSE,2,18.06,FAIL
13,11,7,13,15,69,7.3,2,6.2,10,5.58,MECH,2,42.61,FAIL
15,7,1,10,7,75,0.3,2,8.3,5,4.12,MECH,1,37.99,FAIL
15,10,7,12,16,100,3.0,2,6.4,6,5.41,ECE,4,51.82,D
14,10,2,11,9,79,1.6,1,3.7,4,4.52,MECH,3,42.69,FAIL
13,8,4,8,17,71,4.8,0,7.0,2,5.21,CSE,1,44.62,FAIL
15,11,2,13,16,87,1.8,1,5.4,6,4.82,CSE,2,50.79,D
8,6,4,8,9,41,4.9,1,7.2,5,4.5,CSE,2,29.03,FAIL
15,11,4,11,13,78,3.6,1,9.3,1,6.39,ECE,1,51.83,D
13,9,6,17,11,86,3.0,0,8.2,8,5.79,MECH,3,50.05,D
18,9,5,7,8,52,4.8,1,9.3,6,5.2,CSE,4,39.07,FAIL
11,7,7,16,19,92,3.5,2,6.2,5,5.27,CSE,1,51.65,D
19,9,5,14,10,80,1.8,1,6.8,4,5.24,ECE,1,51.96,D
12,11,6,13,15,68,9.6,2,5.4,6,5.92,CSE,4,42.9,FAIL
16,10,4,13,21,84,3.0,1,6.0,6,5.57,CSE,4,54.42,D
11,9,4,14,17,100,0.0,0,5.6,6,5.15,ECE,1,55.66,D
14,7,5,14,16,77,2.3,0,5.0,7,5.41,ECE,3,49.49,FAIL
11,10,2,14,14,78,1.5,1,9.0,8,4.55,CSE,2,44.01,FAIL
11,9,6,16,17,68,5.7,0,3.9,9,5.12,ECE,4,49.28,FAIL
14,10,4,17,7,62,4.6,1,9.1,3,5.78,CSE,3,40.87,FAIL
14,7,5,18,14,87,4.8,3,8.9,4,5.53,ECE,2,45.22,FAIL
14,7,1,12,10,62,3.3,3,7.7,6,4.94,ECE,1,30.64,FAIL
10,11,4,12,9,76,3.4,1,5.3,3,5.34,ECE,4,41.77,FAIL
13,11,5,12,8,67,3.3,3,4.6,4,4.76,CSE,2,39.37,FAIL
16,10,5,12,13,82,3.8,4,6.2,6,5.06,MECH,1,40.44,FAIL
13,9,5,18,9,80,5.7,1,7.9,7,4.64,MECH,2,47.26,FAIL
10,7,4,12,13,90,4.7,3,7.0,8,4.95,ECE,4,37.18,FAIL
18,10,4,16,11,67,5.0,5,5.4,5,4.9,ECE,4,38.66,FAIL
15,9,4,12,18,70,5.0,2,8.7,6,5.03,MECH,1,46.16,FAIL
11,4,5,16,15,60,5.8,1,9.5,5,4.95,ECE,3,43.53,FAIL
15,6,5,16,16,68,4.6,1,6.7,5,5.64,CSE,4,49.14,FAIL
9,10,4,14,11,80,4.7,1,7.2,3,5.57,ECE,3,44.36,FAIL
21,10,2,18,21,86,6.4,4,4.7,3,6.78,CSE,4,57.66,D
18,5,4,8,13,61,2.7,0,6.4,6,4.71,MECH,1,39.48,FAIL
17,9,2,16,14,88,2.3,2,7.8,3,6.04,CSE,1,49.3,FAIL
11,10,5,17,10,95,1.6,0,7.5,1,5.66,ECE,2,52.57,D
7,12,5,17,15,81,4.4,0,6.2,5,4.96,CSE,2,51.06,D
17,7,1,12,12,100,0.3,3,6.6,8,5.03,CSE,3,43.79,FAIL
14,10,5,21,12,63,4.9,2,6.3,1,6.06,ECE,3,51.98,D
10,5,4,11,12,56,3.8,1,6.6,4,4.81,MECH,2,36.02,FAIL
16,7,4,11,11,48,6.3,4,7.6,6,5.14,ECE,3,30.18,FAIL
13,10,3,14,15,97,2.7,2,4.0,1,5.71,MECH,2,49.7,FAIL
16,9,5,13,10,84,3.6,3,6.9,5,5.29,CSE,1,45.44,FAIL
15,7,3,11,10,74,6.2,1,7.5,3,5.69,ECE,3,42.41,FAIL
15,11,6,11,19,79,6.8,4,6.1,3,5.24,ECE,1,46.88,FAIL
16,9,4,7,7,58,2.6,3,6.3,4,4.71,CSE,1,32.25,FAIL
15,16,5,17,13,100,4.4,3,6.3,3,6.2,ECE,4,55.71,D
12,10,5,19,12,76,4.6,1,6.3,3,5.59,MECH,4,52.26,D
13,10,3,12,17,76,4.7,1,7.0,5,5.42,MECH,3,48.34,FAIL
10,10,3,14,12,85,3.5,3,7.2,9,5.33,ECE,3,37.1,FAIL
18,7,6,12,14,82,6.6,2,3.8,7,5.25,ECE,2,48.74,FAIL
14,5,5,13,9,78,0.2,3,8.0,7,4.7,MECH,4,36.87,FAIL
12,8,2,13,15,63,3.2,4,6.6,7,4.98,CSE,4,34.78,FAIL
12,5,4,18,9,82,4.9,2,9.9,4,5.91,ECE,1,40.17,FAIL
7,8,4,12,16,100,4.9,1,5.2,6,5.42,CSE,4,46.26,FAIL
14,10,5,16,22,95,6.7,0,5.7,7,5.85,MECH,2,59.68,D
16,13,5,16,16,98,6.4,1,6.7,7,5.73,ECE,1,59.05,D
6,8,6,12,9,67,3.4,2,7.6,5,4.9,ECE,4,34.79,FAIL
20,5,6,16,6,60,6.6,0,4.1,6,4.91,CSE,3,42.04,FAIL
13,7,6,10,13,73,2.6,1,5.8,10,4.44,MECH,4,41.14,FAIL
15,10,7,12,16,75,5.9,1,7.9,7,4.79,CSE,1,48.84,FAIL
17,13,3,15,20,91,7.6,2,5.6,4,6.11,CSE,4,58.38,D
16,11,4,21,18,49,6.4,0,9.1,5,6.12,ECE,3,52.55,D
14,12,4,12,17,97,4.2,0,6.3,3,5.33,MECH,3,55.27,D
11,9,2,13,7,72,3.3,2,5.7,10,4.18,ECE,2,36.22,FAIL
17,9,6,9,16,68,0.9,0,7.9,8,5.87,MECH,1,46.93,FAIL
15,8,4,13,9,59,4.6,1,9.4,5,4.8,ECE,3,38.11,FAIL
10,8,1,7,9,50,1.8,1,7.6,9,4.73,CSE,1,27.02,FAIL
20,7,8,14,16,87,2.4,2,8.9,6,5.22,MECH,3,54.04,D
12,8,1,14,14,76,1.6,0,9.5,4,5.31,ECE,2,44.9,FAIL
9,5,3,10,8,55,3.1,4,5.6,7,4.29,CSE,3,21.35,FAIL
12,9,4,14,13,55,3.9,0,8.4,6,5.06,CSE,1,41.58,FAIL
12,7,2,13,3,69,4.5,4,4.7,7,3.95,CSE,3,28.87,FAIL
12,12,6,14,18,100,2.8,2,7.6,2,6.01,CSE,3,56.62,D
16,9,3,16,13,71,6.1,2,6.9,3,5.38,MECH,4,45.8,FAIL
16,8,4,10,15,52,3.6,1,8.9,8,3.65,ECE,2,42.06,FAIL
16,4,5,16,12,71,2.4,2,8.8,8,5.37,ECE,3,40.34,FAIL
13,6,0,7,15,70,4.5,3,7.9,8,3.91,MECH,2,32.38,FAIL
14,10,2,13,16,34,7.9,1,7.4,9,5.6,MECH,1,38.14,FAIL
11,9,6,14,16,74,4.7,1,7.8,6,5.55,MECH,2,47.21,FAIL
8,10,4,10,14,71,3.3,1,7.1,6,4.27,CSE,3,42.34,FAIL
14,10,3,17,15,85,0.9,1,6.9,3,5.89,ECE,4,53.39,D
14,8,4,13,17,100,3.6,0,9.2,4,5.59,MECH,3,58.12,D
11,14,5,18,18,91,4.5,3,9.3,1,5.88,ECE,2,52.77,D
10,6,0,9,10,70,3.2,2,6.8,4,4.2,ECE,4,31.63,FAIL
11,5,6,14,8,58,0.7,0,7.4,1,4.46,CSE,4,41.19,FAIL
15,11,3,15,12,100,2.3,1,7.1,7,4.93,ECE,1,49.27,FAIL
13,8,5,10,14,75,6.9,2,4.6,6,5.65,MECH,1,39.86,FAIL
16,8,8,20,17,75,6.9,0,6.5,1,6.5,MECH,3,61.24,C
